arc                                                                         ,file                                                            ,crc32
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110036\model\bd110036_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110036\model\bd110036                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110036\model\bd110036                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110036_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_121_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_121_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110012\model\bd110012_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110012\model\bd110012                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110012\model\bd110012                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110012_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_109_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_109_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110018\model\bd110018_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110018\model\bd110018                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110018\model\bd110018                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110018_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_019_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_019_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_025_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_025_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110029\model\bd110029_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110029\model\bd110029                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110029\model\bd110029                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110029_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_113_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_113_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_026_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_026_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_108_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_108_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110032\model\bd110032_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110032\model\bd110032                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110032\model\bd110032                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110032_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110030\model\bd110030_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110030\model\bd110030                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110030\model\bd110030                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110030_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_NM_HQ                            ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_NUKI                             ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\textures\obj_b_BM                                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_CMM                              ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_MM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_01                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_01                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_01                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\armor\wl250001_01                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110021\model\bd110021_BM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110021\model\bd110021                                  ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\bd\bd110021\model\bd110021                                  ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\bd110021_mod                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_112_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_112_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_122_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_122_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_NM_HQ                            ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_NUKI                             ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_CMM                              ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,scr\sky\DDCube0_CM                                              ,7808EA10
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_MM                               ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_00                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_00                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_00                               ,69A5C538
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_00                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\armor\ac260004_00                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_022_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_022_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_103_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_103_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_023_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_023_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_01                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_01                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_01                               ,69A5C538
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\ac\ac260004\model\ac260004_01                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\armor\ac260004_01                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_024_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_024_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_102_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_102_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_123_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_123_BM_dds                                    ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_00                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_00                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\wl\wl250001\model\wl250001_00                               ,2DE19F3E
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\armor\wl250001_00                                           ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\pl\pl000000\model\pl000000_eyebrow_16_BM                    ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\pl000000_eyebrow_16_BM_dds                             ,73850D05
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,obj\mk\mk120000\model\mk120000_018_BM                           ,241F5DEB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/character_edit.arc            ,rom\edit\mk120000_018_BM_dds                                    ,73850D05
