keys,ja,en
ITEM_NAME_548,ヴァイスキュイラス,Vice Cuirass
ITEM_NAME_549,ドラグーンブレスト,Dragon Breastplate
ITEM_NAME_550,グランサーコート,Grand Surcoat
ITEM_NAME_551,スタディプレート,Sturdy Plate
ITEM_NAME_552,セレニティアーマー,Serenity Armor
ITEM_NAME_553,サヴェッジアーマー,Savage Armor
ITEM_NAME_554,フォウルアーマー,Foul Armor
ITEM_NAME_555,ロイヤルサーコート,Royal Surcoat
ITEM_NAME_556,クルーエルアーマー,Cruel Armor
ITEM_NAME_557,獄卒のアームドベルト,Guardsman's Armbelt
ITEM_NAME_558,グリプスアーマー,Gryphus Armor
ITEM_NAME_559,ドーンプレート,Dawn Plate
ITEM_NAME_560,フェイスアーマー,Faith Armor
ITEM_NAME_561,シルバーキュイラス,Silver Cuirass
ITEM_NAME_562,アルマグロリア,Arma Gloria
ITEM_NAME_563,シャインスケイルコート,Shining Scale Coat
ITEM_NAME_564,ドゥールスコルプス,Dolus Corpus
ITEM_NAME_565,エクスクィジタ,Exquisita
ITEM_NAME_566,フェンリルアーマー,Fenrir Armor
ITEM_NAME_567,アンライバルドガルーダ,Unrivalled Guard
ITEM_NAME_568,アミレックアーマー,Amilec Armor
ITEM_NAME_569,ルベドコイル,Rubedo Coil
ITEM_NAME_570,シャンピオーネ,Champione
ITEM_NAME_571,魔獣のハーフプレート,Chimeric Half Plate
ITEM_NAME_572,ソレムレッグ,Solemn Legs
ITEM_NAME_573,レッドグリーブ,Red Greaves
ITEM_NAME_574,ワイルドサバトン,Wild Sabatons
ITEM_NAME_575,ドラグーンブーツ,Dragoon Boots
ITEM_NAME_576,アイアングリーブ,Iron Greaves
ITEM_NAME_577,スタディキュイス,Sturdy Cuisses
ITEM_NAME_578,セレニティレッグ,Serenity Legs
ITEM_NAME_579,サヴェッジグリーブ,Savage Greaves
ITEM_NAME_580,フォウルグリーブ,Foul Greaves
ITEM_NAME_581,ハウルサバトン,Howl Sabatons
ITEM_NAME_582,クルーエルグリーブ,Cruel Greaves
ITEM_NAME_583,獄卒のグリーブ,Guardsman's Greaves
ITEM_NAME_584,グリプスグリーブ,Gryphus Greaves
ITEM_NAME_585,サンセットキュイス,Sunset Cuisses
ITEM_NAME_586,フェイスサバトン,Faith Sabatons
ITEM_NAME_587,シルバーサバトン,Silver Sabatons
ITEM_NAME_588,フートグロリア,Foot Gloria
ITEM_NAME_589,ハイスケイルウィスカー,High Scale Whisker
ITEM_NAME_590,フォルティスプロデスト,Fortis Prodesto
ITEM_NAME_591,シングラリス,Singularis
ITEM_NAME_592,フェンリルグリーブ,Fenrir Greaves
ITEM_NAME_593,トレッドオブガルーダ,Tread of Garuda
ITEM_NAME_594,アミレックサバトン,Amilec Sabatons
ITEM_NAME_595,ルベドサバトン,Rubedo Sabatons
ITEM_NAME_596,フィルスグリーブ,Philus Greaves
ITEM_NAME_597,魔獣のサバトン,Chimeric Sabatons
ITEM_NAME_598,ソレムアーム,Solemn Arms
ITEM_NAME_599,ムルグアームガード,Murg Armguards
ITEM_NAME_600,ワイルドガントレット,Wild Gauntlet
ITEM_NAME_601,ドラグーンアーム,Dragoon Arms
ITEM_NAME_602,スモーキーグラブ,Smoky Gloves
ITEM_NAME_603,スタディガード,Sturdy Guard
ITEM_NAME_604,セレニティアーム,Serenity Arms
ITEM_NAME_605,グースネックアーム,Gooseneck Arm
ITEM_NAME_606,ラプターガントレット,Raptor Gauntlets
ITEM_NAME_607,スタディガントレット,Sturdy Gauntlets
ITEM_NAME_608,クルーエルアーム,Cruel Arms
ITEM_NAME_609,ブルートガントレット,Brute Gauntlets
ITEM_NAME_610,グリプスガントレット,Gryphus Gauntlets
ITEM_NAME_611,黄昏の篭手,Twilight Bracers
ITEM_NAME_612,フェイスガントレット,Faith Gauntlets
ITEM_NAME_613,シルバーガントレット,Silver Gauntlets
ITEM_NAME_614,カエストグロリア,Caestus Gloria
ITEM_NAME_615,メタルリーフアーム,Metal Riff Arm
ITEM_NAME_616,フォルティスマニブス,Fortis Manibus
ITEM_NAME_617,インヴィクトゥス,Invictus
ITEM_NAME_618,フェンリルガントレット,Fenrir Gauntlets
ITEM_NAME_619,タロンオブガルーダ,Talons of Garuda
ITEM_NAME_620,アミレックガントレット,Amilec Gauntlets
ITEM_NAME_621,ルベドガントレット,Rubedo Gauntlets
ITEM_NAME_622,ヘルジェイルアーム,Hallgeir Arms
ITEM_NAME_623,魔獣のガントレット,Chimeric Gauntlets
ITEM_NAME_624,ヘッドギア,Headgear
ITEM_NAME_625,アサシンマスク,Assassin's Mask
ITEM_NAME_626,ワンダラーズフード,Wanderer's Hood
ITEM_NAME_627,ドラッヘンアーテム,Drachenatem
ITEM_NAME_628,オーバーガード,Over Guard
ITEM_NAME_629,エナメルフード,Enamel Hood
ITEM_NAME_630,ハントマンキャップ,Huntsman Cap
ITEM_NAME_631,ベイグラントマスク,Vagrant's Mask
ITEM_NAME_632,インファントリーヘッド,Infantry Helm
ITEM_NAME_633,ビーストコイフ,Beast Coif
ITEM_NAME_634,パイレーツキャップ,Pirate's Cap
ITEM_NAME_635,シューターズフード,Shooter's Hood
ITEM_NAME_636,キャプチャーフード,Capture Hood
ITEM_NAME_637,武官のキャップ,Officer's Cap
ITEM_NAME_638,フェイスフード,Faith Hood
ITEM_NAME_639,アロニーヘッドギア,Aloni Headgear
ITEM_NAME_640,ブラックバートキャップ,Black Bart's Cap
ITEM_NAME_641,紅玉旅団のキャップ,Ruby Brigade Cap
ITEM_NAME_642,エンシャントフード,Ancient Hood
ITEM_NAME_643,オールドエイジフード,Old Age Hood
ITEM_NAME_644,バッカニアキャップ,Buccaneer's Cap
ITEM_NAME_645,エクスプローラーハット,Explorer Hat
ITEM_NAME_646,アミレックマスク,Amilec Mask
ITEM_NAME_647,ルベドマスク,Rubedo Mask
ITEM_NAME_648,エンピリアルガード,Empyreal Guard
ITEM_NAME_649,ハンゾウマスク,Hanzou Mask
ITEM_NAME_650,レンジャージャケット,Ranger Jacket
ITEM_NAME_651,ハンタージャケット,Hunter Jacket
ITEM_NAME_652,ワンダラーズアーマー,Wanderer's Jacket
ITEM_NAME_653,ドラッヘンシュッペ,Drachenschuppe
ITEM_NAME_654,シルバーロリカ,Silver Lorica
ITEM_NAME_655,コンバットガード,Combat Guard
ITEM_NAME_656,ハントマンジャケット,Huntsman Jacket
ITEM_NAME_657,ベイグラントアーマー,Vagrant Armor
ITEM_NAME_658,バガボンドアーマー,Vagabond Armor
ITEM_NAME_659,ビーストバデッド,Beast Padding
ITEM_NAME_660,パイレーツジャケット,Pirate's Jacket
ITEM_NAME_661,スケイルジャケット,Scale Jacket
ITEM_NAME_662,レイダースジャケット,Raider's Jacket
ITEM_NAME_663,ハードスキンアーマー,Hard Skin Armor
ITEM_NAME_664,フェイスジャケット,Faith Jacket
ITEM_NAME_665,スピリットガード,Spirit Guard
ITEM_NAME_666,ブラックバートジャケット,Black Bart's Jacket
ITEM_NAME_667,伊達男のジャケット,Dandy's Jacket
ITEM_NAME_668,エンシャントジャケット,Ancient Jacket
ITEM_NAME_669,オールドエイジジャケット,Old Age Jacket
ITEM_NAME_670,バッカニアジャケット,Buccaneer's Jacket
ITEM_NAME_671,ジャッカルアーマー,Jackal Armor
ITEM_NAME_672,アミレックジャケット,Amilec Jacket
ITEM_NAME_673,ルベドジャケット,Rubedo Jacket
ITEM_NAME_674,スパーナルジャケット,Supernal Jacket
ITEM_NAME_675,ロードオブストライダー,Lord of Strider
ITEM_NAME_676,ホワイトサイハイ,White Thigh-highs
ITEM_NAME_677,ブラックゲートル,Black Gaiters
ITEM_NAME_678,レンジャーグラブ,Ranger Gloves
ITEM_NAME_679,レンジャーキュイス,Ranger Cuisses
ITEM_NAME_680,アサシンボトム,Assassin's Bottoms
ITEM_NAME_681,ストライカーグリーブ,Striker's Greaves
ITEM_NAME_682,ドラッヘンパイン,Drachen-Pein
ITEM_NAME_683,ビクトリーレッグス,Victory Legs
ITEM_NAME_684,ネイチャーキュイス,Nature Cuisses
ITEM_NAME_685,ハントマンキュイス,Huntsman's Cuisses
ITEM_NAME_686,ソルジャーグリーブ,Soldier's Greaves
ITEM_NAME_687,ニンジャボトム,Ninja Bottoms
ITEM_NAME_688,エクストラボトム,Extra Bottoms
ITEM_NAME_689,パイレーツレッグス,Pirate's Legs
ITEM_NAME_690,辺土の腰巻,Backwater Waistguard
ITEM_NAME_691,レイダースグリーブ,Raider's Greaves
ITEM_NAME_692,頭目のレッグガード,Leader Leg Guards
ITEM_NAME_693,フェイスキュイス,Faith Cuisses
ITEM_NAME_694,ファーキュイス,Fur Cuisses
ITEM_NAME_695,ブラックバートレッグス,Black Bart's Legs
ITEM_NAME_696,スレイヤーズボトム,Slayer's Bottoms
ITEM_NAME_697,エンシャントキュイス,Ancient Cuisses
ITEM_NAME_698,オールドエイジキュイス,Old Age Cuisses
ITEM_NAME_699,バッカニアレッグス,Buccaneer's Legs
ITEM_NAME_700,エクスプローラーブーツ,Explorer's Boots
ITEM_NAME_701,アミレックキュイス,Amilec Cuisses
ITEM_NAME_702,ルベドキュイス,Rubedo Cuisses
ITEM_NAME_703,リベレーショングリーブ,Liberation Greaves
ITEM_NAME_704,ランドカンカー,Land Kankar
ITEM_NAME_705,コンポジットスリーブ,Composite Sleeves
ITEM_NAME_706,ストライカーアーム,Striker Arms
ITEM_NAME_707,ドラッヘンネーゲル,Drachennägel
ITEM_NAME_708,ビクトリーブレイス,Victory Bracers
ITEM_NAME_709,エースブレイス,Ace Bracers
ITEM_NAME_710,ハントマングラブ,Huntsman Gloves
ITEM_NAME_711,ソルジャーアーム,Soldier Arms
ITEM_NAME_712,アイアンブレイス,Iron Bracers
ITEM_NAME_713,シルバーマニカ,Silver Manicae
ITEM_NAME_714,パイレーツアーム,Pirate Arms
ITEM_NAME_715,エージェントスリーブ,Agent Sleeves
ITEM_NAME_716,アサルトスパイン,Assault Spine
ITEM_NAME_717,頭目の手袋,Leader Gloves
ITEM_NAME_718,フェイスグラブ,Faith Gloves
ITEM_NAME_719,エグゼキューターズアーム,Executor Arms
ITEM_NAME_720,ブラックバートアーム,Black Bart's Arms
ITEM_NAME_721,キャプテンズスリーブ,Captain's Sleeves
ITEM_NAME_722,エンシャントグラブ,Ancient Gloves
ITEM_NAME_723,オールドエイジグラブ,Old Age Gloves
ITEM_NAME_724,バッカニアアーム,Buccaneer's Arms
ITEM_NAME_725,エンドレスバイティング,Endless Biting
ITEM_NAME_726,アミレックグラブ,Amilec Gloves
ITEM_NAME_727,ルベドグラブ,Rubedo Gloves
ITEM_NAME_728,スパーナルハンド,Supernal Hands
ITEM_NAME_729,フルフィルメント,Fulfillment
ITEM_NAME_730,セイクリッドフード,Sacred Hood
ITEM_NAME_731,スパイクヘッド,Spike Head
ITEM_NAME_732,指導者のキャップ,Mentor's Cap
ITEM_NAME_733,ウィルムズウィル,Wyrm's Will
ITEM_NAME_734,聖縁のフード,Saintly Hood
ITEM_NAME_735,プレイングフード,Prayer Hood
ITEM_NAME_736,ベルウェザーフード,Bellwether Hood
ITEM_NAME_737,アトーンメントキャップ,Atonement Cap
ITEM_NAME_738,大魔道士の帽子,Archmage's Hat
ITEM_NAME_739,クラウンフード,Crowned Hood
ITEM_NAME_740,叡智のサークレット,Circlet of Wisdom
ITEM_NAME_741,新月の円環,Halo of the New Moon
ITEM_NAME_742,カテドラルキャップ,Cathedral Cap
ITEM_NAME_743,アデプトハット,Adept's Hat
ITEM_NAME_744,フェイスキャップ,Faith Cap
ITEM_NAME_745,神眼のサークレット,Circlet of Divine Sight
ITEM_NAME_746,ピアレスシェード,Peerless Shade
ITEM_NAME_747,ディアデム,Diadem
ITEM_NAME_748,エンシャントキャップ,Ancient Cap
ITEM_NAME_749,オールドエイジキャップ,Old Edge Cap
ITEM_NAME_750,アストニッシュギア,Astonish Gear
ITEM_NAME_751,アポカリプスクラウン,Apocalypse Crown
ITEM_NAME_752,アミレックフード,Amilec Hood
ITEM_NAME_753,ルベドハット,Rubedo Hat
ITEM_NAME_754,アールフード,Arte Hood
ITEM_NAME_755,スキティッシュハット,Skittish Hat
ITEM_NAME_756,深遠の覗き穴,Profound Lens
ITEM_NAME_757,セイクリッドローブ,Sacred Robe
ITEM_NAME_758,シャーマンローブ,Shaman's Robe
ITEM_NAME_759,オーシャンローブ,Ocean Robe
ITEM_NAME_760,ウィルムズイデア,Wyrm's Idea
ITEM_NAME_761,ソーサラーコート,Sorcerer's Coat
ITEM_NAME_762,コンバットローブ,Combat Robe
ITEM_NAME_763,ベルウェザーローブ,Bellwether Robe
ITEM_NAME_764,エルダーズローブ,Elder's Robe
ITEM_NAME_765,シニアコート,Senior's Coat
ITEM_NAME_766,ウィザードローブ,Wizard's Robe
ITEM_NAME_767,プレシャスローブ,Precious Robe
ITEM_NAME_768,タイドローブ,Tide Robe
ITEM_NAME_769,ディバインローブ,Divine Robe
ITEM_NAME_770,アデプトローブ,Adept's Robe
ITEM_NAME_771,フェイスローブ,Faith Robe
ITEM_NAME_772,デリュージョンズローブ,Delusions Robe
ITEM_NAME_773,デュードローブ,Dieudo Robe
ITEM_NAME_774,ウィッチクラフトローブ,Witchcraft Robe
ITEM_NAME_775,エンシャントローブ,Ancient Robe
ITEM_NAME_776,オールドエイジコート,Old Age Coat
ITEM_NAME_777,アストニッシュローブ,Astonish Robe
ITEM_NAME_778,トレンチローブ,Trench Robe
ITEM_NAME_779,アミレックローブ,Amilec Robe
ITEM_NAME_780,ルベドコート,Rubedo Coat
ITEM_NAME_781,アールローブ,Arte Robe
ITEM_NAME_782,インフィニティコート,Infinity Coat
ITEM_NAME_783,マチュアワークスローブ,Mature Works Robe
ITEM_NAME_784,セイクリッドグリーブ,Sacred Greaves
ITEM_NAME_785,祈祷の腰布,Prayer Breeches
ITEM_NAME_786,プロディジーシューズ,Prodigy's Shoes
ITEM_NAME_787,ウィルムズスキーム,Wyrm's Scheme
ITEM_NAME_788,魔道のプリーツ,Pleats of Sorcery
ITEM_NAME_789,帰依の腰布,Faithful Waistguard
ITEM_NAME_790,ベルウェザーグリーブ,Bellwether Greaves
ITEM_NAME_791,エルダーズブーツ,Elder's Boots
ITEM_NAME_792,到達者の腰巻,Newcomer's Waistguard
ITEM_NAME_793,宵闇のプリーツ,Pleats of Twilight
ITEM_NAME_794,プレシャスブーツ,Precious Boots
ITEM_NAME_795,楽土の腰布,Paradise Waistcloth
ITEM_NAME_796,ドミネーションブーツ,Domination Boots
ITEM_NAME_797,妖鬼のグリーブ,Demon's Greaves
ITEM_NAME_798,フェイスグリーブ,Faith Greaves
ITEM_NAME_799,回帰のプリーツ,Pleats of Revival
ITEM_NAME_800,ギャラントブーツ,Gallant Boots
ITEM_NAME_801,彼岸の腰巻,Equinox Waistguard
ITEM_NAME_802,エンシャントブーツ,Ancient Boots
ITEM_NAME_803,オールドエイジシューズ,Old Age Shoes
ITEM_NAME_804,アストニッシュブーツ,Astonish Boots
ITEM_NAME_805,真理の腰巻,Truth Waistguard
ITEM_NAME_806,ルベドシューズ,Rubedo Shoes
ITEM_NAME_807,アミレックブーツ,Amilec Boots
ITEM_NAME_808,アールサンダル,Arte Sandals
ITEM_NAME_809,ハイウィザードブーツ,High Wizard Boots
ITEM_NAME_810,無辺のプリーツ,Pleats of Infinity
ITEM_NAME_811,セイクリッドバングル,Sacred Bangles
ITEM_NAME_812,ソーサリーバングル,Sorcery Bangles
ITEM_NAME_813,チャームバングル,Charm Bangles
ITEM_NAME_814,ウィルムズグラスプ,Wyrm's Grasp
ITEM_NAME_815,ミスティックバングル,Mystic Bangles
ITEM_NAME_816,コンバットバングル,Compact Bangles
ITEM_NAME_817,ベルウェザーバングル,Bellwether Bangles
ITEM_NAME_818,アイアンバングル,Iron Bangles
ITEM_NAME_819,ロアーバングル,Roar Bangles
ITEM_NAME_820,ウィザードバングル,Wizard Bangles
ITEM_NAME_821,プレシャスバングル,Precious Bangles
ITEM_NAME_822,ビクトリーバングル,Victory Bangles
ITEM_NAME_823,クランチバングル,Crunch Bangles
ITEM_NAME_824,アデプトバングル,Adept Bangles
ITEM_NAME_825,フェイスバングル,Faith Bangles
ITEM_NAME_826,アイオンバングル,Aeon Bangles
ITEM_NAME_827,デュードアーム,Dieudo Arms
ITEM_NAME_828,ハーデストバングル,Hardest Bangles
ITEM_NAME_829,エンシャントバングル,Ancient Bangles
ITEM_NAME_830,オールドエイジバングル,Old Age Bangles
ITEM_NAME_831,アストニッシュアーム,Astonish Arms
ITEM_NAME_832,メナスバングル,Menas Bangles
ITEM_NAME_833,アミレックバングル,Amilec Bangles
ITEM_NAME_834,ルベドアーム,Rubedo Arms
ITEM_NAME_835,アールバングル,Arte Bangles
ITEM_NAME_836,ミソロジカルバングル,Mythological Bangles
ITEM_NAME_837,マチュアバングル,Mature Bangles
ITEM_NAME_838,シールダーヘルム,Shielder Helm
ITEM_NAME_839,探求のヘルム,Quest Helm
ITEM_NAME_840,アナザーアイズ,Another Eyes
ITEM_NAME_841,ドライグフロンズ,Ddraig Goch Frons
ITEM_NAME_842,サージェントヘルム,Sergeant's Helm
ITEM_NAME_843,ショーダウンヘルム,Showdown Helm
ITEM_NAME_844,ガーディアンヘルム,Guardian Helm
ITEM_NAME_845,アドバンスヘルム,Advance Helm
ITEM_NAME_846,結実のヘルム,Accomplished Helm
ITEM_NAME_847,グランセージキャップ,Grand Sage Cap
ITEM_NAME_848,プリンシパルヘルム,Principal Helm
ITEM_NAME_849,ジェネラルヘルム,General's Helm
ITEM_NAME_850,トライアンフヘルム,Triumph Helm
ITEM_NAME_851,グレーターアイズ,Greater Eyes
ITEM_NAME_852,ゲニウスヘルム,Genius Helm
ITEM_NAME_853,マーヴェリックヘルム,Maverick Helm
ITEM_NAME_854,シュバリエヘルム,Chevalier Helm
ITEM_NAME_855,秘匿のヘルム,Helm of Concealment
ITEM_NAME_856,エンシャントヘルム,Ancient Helm
ITEM_NAME_857,パラケルススの仮面,Paracelsus' Mask
ITEM_NAME_858,デュミナスヘルム,Virtue Helm
ITEM_NAME_859,サブライムヘルム,Sublime Helm
ITEM_NAME_860,バランジェネジーヘルム,Balangingi Helm
ITEM_NAME_861,フェイスオブトゥルース,Face of Truth
ITEM_NAME_862,盟約のヘルム,Oath's Helm
ITEM_NAME_863,ヘヴンリーアイズ,Heavenly Eyes
ITEM_NAME_864,シールダーコート,Shielder Coat
ITEM_NAME_865,マジェスティドレープ,Majesty Drapes
ITEM_NAME_866,ストロングジャケット,Strong Jacket
ITEM_NAME_867,ドライグペクタス,Ddraig Goch Pectus
ITEM_NAME_868,バリアントコート,Valiant Coat
ITEM_NAME_869,ショーダウンジャケット,Showdown Jacket
ITEM_NAME_870,ガーディアンコート,Guardian Coat
ITEM_NAME_871,アドバンスコート,Advance Coat
ITEM_NAME_872,リゾルバークロス,Resolver Clothes
ITEM_NAME_873,トレイサーズジャケット,Tracer's Jacket
ITEM_NAME_874,タクティシャンコート,Tactician's Coat
ITEM_NAME_875,トルーパーズコート,Trooper's Coat
ITEM_NAME_876,トライアンフジャケット,Triumph Jacket
ITEM_NAME_877,エンフォーサーズコート,Enforcer's Coat
ITEM_NAME_878,ゲニウスコート,Genius Coat
ITEM_NAME_879,マーヴェリックコート,Maverick Coat
ITEM_NAME_880,シュバリエコート,Chevalier Coat
ITEM_NAME_881,インペリアスローブ,Imperious Robe
ITEM_NAME_882,エンシャントコート,Ancient Coat
ITEM_NAME_883,アルケミーコート,Alchemy Coat
ITEM_NAME_884,デュミナスクロス,Virtue Clothes
ITEM_NAME_885,サブライムクロス,Sublime Clothes
ITEM_NAME_886,バランジェネジークロス,Balangingi Clothes
ITEM_NAME_887,プリママテリアローブ,Prima Materia Robe
ITEM_NAME_888,誓約のコート,Coat of the Covenant
ITEM_NAME_889,ヘヴンリーコート,Heavenly Coat
ITEM_NAME_890,シールダーレッグス,Shielder Legs
ITEM_NAME_891,エンシャントグリーブ,Ancient Greaves
ITEM_NAME_892,ヴァラーレッグス,Valor Legs
ITEM_NAME_893,ストロングレッグス,Strong Legs
ITEM_NAME_894,ドライグクルラ,Ddraig Crura
ITEM_NAME_895,マッドスプレッド,Mudguards
ITEM_NAME_896,バトルレッグス,Battle Legs
ITEM_NAME_897,ガーディアンレッグス,Guardian Legs
ITEM_NAME_898,カストディアンブーツ,Custodian Boots
